word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
쓰다,"To write some letters by drawing strokes on paper with a writing instrument such as a pencil, pen, etc.",동사,65172,write,"to wear, to put on (a hat, helmet, etc., on one's head; a mask, pair of glasses, etc.)",https://en.wiktionary.org/wiki/쓰다,"
			가계부를 쓰다.
		"
이러다,To do in this manner.,동사,24838,do this way,do/say think this way,https://en.wiktionary.org/wiki/이러다,"
			이러다 삼십팔 도도 넘겠다. 안 되겠어. 병원에 데리고 가자.
		"
일어서다,To get up from one's seat.,동사,24563,stand up; rise to one's feet; get to one's feet,"To rise to one’s feet, stand up",https://en.wiktionary.org/wiki/일어서다,"
			가닥가닥이 일어서다.
		"
죄,"A wrong act or thought that is against conscience, religious teachings or law.",명사,24647,guilt; sin,"A crime, a sin",https://en.wiktionary.org/wiki/죄,"
			가공할 만한 범죄.
		"
참,In the manner of being not contrary to a fact or reason.,부사,71761,truly,"really,truly",https://en.wiktionary.org/wiki/참,"
			가가호호에 모두 전달했으니 많이 참석하겠지.
		"
총장,"A position to manage and be responsible for the overall affairs of a certain organization, or a person in such a position.",명사,72130,secretary general; chief of staff,"The president, the chancellor (university’s)",https://en.wiktionary.org/wiki/총장,"
			우리 대학에서는 간선을 통해 후보 세 명을 가린 뒤 직접 선거를 하는 방식으로 총장을 선출한다.
		"
핵심,The central or most important part of something. ,명사,84939,key; core; center,"The kernel, the core",https://en.wiktionary.org/wiki/핵심,"
			그는 간결체 문장으로 핵심만 간단히 내용을 표현하였다.
		"
후반,"The latter half of a period, match, etc., when divided into two. ",명사,88074,second half; latter part,The latter/second half,https://en.wiktionary.org/wiki/후반,"
			이번 사업은 후반부에 갈수록 예상하지 못한 문제들이 많이 생긴다.
		"
단순히,"Simply, not complicated.",부사,42218,simply,Simply,https://en.wiktionary.org/wiki/단순히,"
			단순히 외우지만 말고 그 공식이 왜 만들어졌는지를 생각해 봐.
		"
달려가다,To run somewhere fast.,동사,62317,run; dash,"Run, rush, dash",https://en.wiktionary.org/wiki/달려가다,"
			글로 달려가다.
		"
방문,A door attached to the entrance of a room so that it can be opened or closed.,명사,57783,door,A visit,https://en.wiktionary.org/wiki/방문,"
			가가호호를 방문하다.
		"
불만,The feeling of being unsatisfied.,명사,60241,dissatisfaction,Dissatisfaction,https://en.wiktionary.org/wiki/불만,"
			불만이 가득하다.
		"
불편하다,Inconvenient to use something.,형용사,71049,inconvenient,To be unpleasant,https://en.wiktionary.org/wiki/불편하다,"
			태풍으로 쓰러진 가로수가 길에 가로놓여 있어서 통행이 불편하다.
		"
실제,A state or fact as it is. ,명사,14108,truth; actual state,"The truth, a fact",https://en.wiktionary.org/wiki/실제,"
			계약서에 회사의 대표라고 적혀 있는 김 씨가 실제로는 존재하지 않는 가공인물인 것으로 밝혀졌다.
		"
종,A seed that comes from a plant.,명사,91756,species; variety,"A sort, kind, species",https://en.wiktionary.org/wiki/종,"
			종로 2가
		"
피,A red liquid that moves along the blood vessels in the human or animal body to supply oxygen and nutrients and transport waste matter.,명사,73269,blood,Blood (is flowing),https://en.wiktionary.org/wiki/피,"
			범인은 피해자의 복부를 가격을 하고 지갑을 뺏은 후 도망갔다.
		"
강,"A wide, long stream reaching the sea.",명사,30203,river,River,https://en.wiktionary.org/wiki/강,"
			강가.
		"
관객,"A person who watches sports games, movies, plays, concerts, dance performances, etc.",명사,21886,audience; concertgoer; theatergoer; moviegoer,Spectator,https://en.wiktionary.org/wiki/관객,"
			그 연극은 웃음을 주는 요소의 가미로 관객들에게 인기를 얻고 있다.
		"
동작,"The act of moving the body or limbs, or such a movement. ",명사,14817,motion; movement,movement (of the body); action,https://en.wiktionary.org/wiki/동작,"
			가벼워진 동작.
		"
뜻하다,To have an intention to do something.,동사,15236,mean; intend,to mean; to signify,https://en.wiktionary.org/wiki/뜻하다,"
			가슴이 따뜻하다.
		"
막,"Right now.",부사,49923,just	,"Carelessly, at random",https://en.wiktionary.org/wiki/막,"
			새로 지은 건물에는 '바로 입주 가'라고 써 있는 현수막이 걸려 있었다.
		"
밀리미터,A bound noun used as a unit of length.,의존 명사,57429,millimeter,Millimeter,https://en.wiktionary.org/wiki/밀리미터,"
			우리나라의 연평균 강수량은 천사백 밀리미터이다.
		"
비싸다,The price of an object or the cost to do something being higher than the average.,형용사,66318,expensive; costly,To be expensive,https://en.wiktionary.org/wiki/비싸다,"
			이 책상은 고급 가구재로 만들어져서 가격이 좀 비싸다.
		"
숫자,A word indicating numbers. ,명사,65425,number; figure,"A figure, number",https://en.wiktionary.org/wiki/숫자,"
			가산과 감산은 숫자 계산에서 가장 기본이 된다.
		"
열,The cardinal number equal to 9 + 1.,수사,67805,ten,Heat,https://en.wiktionary.org/wiki/열,"
			열다섯 살인데 이 영화를 볼 수 있나요?
		"
왼쪽,The side of someone facing west when he/she turns toward the north. ,명사,30191,left; left side,The left side,https://en.wiktionary.org/wiki/왼쪽,"
			가로쓰기로 된 책은 왼쪽에서 오른쪽으로 쪽수가 넘어간다.
		"
중세,The period between the ancient and modern times in the historical timeline.,명사,26143,the Middle Ages,The middle ages,https://en.wiktionary.org/wiki/중세,"
			이 외국 초상화는 한때 중세 시대를 휘어잡았던 윌리엄 경의 모습을 그린 그림이다.
		"
택시,A car that takes a passenger to a requested destination for money. ,명사,18772,taxi; cab,Taxi,https://en.wiktionary.org/wiki/택시,"
			버스를 탈까 택시를 탈까 갈팡질팡하는 사이에 버스를 놓쳐 버렸다.
		"
통합,"An act of putting together multiple organizations, groups, etc., as one.",명사,81923,integration,"Unity, unification",https://en.wiktionary.org/wiki/통합,"
			우리 부서가 없어지고 다른 부서로 통합된다는 게 사실인가요?
		"
계산,"The act of counting numbers or making calculations, including addition, subtraction, multiplication, division, etc.",명사,26229,calculation,Calculation,https://en.wiktionary.org/wiki/계산,"
			가감승제 계산.
		"
꼬리,The part of an animal's body that protrudes from its rear end.,명사,32577,tail,Tail,https://en.wiktionary.org/wiki/꼬리,"
			강아지 한 마리가 꼬리를 예쁘게 감아올려 살랑살랑 흔들었다.
		"
놀랍다,Great or marvelous enough to touch someone's heart.,형용사,88324,amazing,To be surprising,https://en.wiktionary.org/wiki/놀랍다,"
			한국 선수가 올림픽 배드민턴 종목에서 금메달을 따다니 정말 놀랍다!
		"
양식,"A western-style dish such as soup, steak, etc. ",명사,14324,western food; western cuisine,"A mode, a style, an order, a modality",https://en.wiktionary.org/wiki/양식,"
			가리비 양식.
		"
예전,Past days after which quite a long time has passed.   ,명사,70090,past; old days,"Old days, former days",https://en.wiktionary.org/wiki/예전,"
			연기와 노래로 인기를 얻고 있는 신인 영화 배우는 예전에 가극단의 배우였다.
		"
저,The humble form used by the speaker to refer to himself/herself for the purpose of showing humility to the listener.,대명사,44506,I; me,That,https://en.wiktionary.org/wiki/저,"
			저기 운동장 가에 세워 뒀어요.
		"
전기,An energy used to produce light or heat or to operate a machine.,명사,70829,electricity,Electricity,https://en.wiktionary.org/wiki/전기,"
			전기로 가는 차가 개발되었지만 속도가 느려 아직 많이 팔리지는 않는다.
		"
주식,"One of the equal units into which the capital stock of a corporation is divided, or such a securities certificate.",명사,25956,share; stock,Stock,https://en.wiktionary.org/wiki/주식,"
			주식이나 펀드는 가변성이 심하기 때문에 안정적으로 수익을 얻기는 힘들어요.
		"
틀리다,"For a calculation, answer, fact, etc., to not be correct.",동사,71481,be wrong; be incorrect,"To be turned, warped 2) go wrong, be mistaken",https://en.wiktionary.org/wiki/틀리다,"
			가끔가다 틀리다.
		"
끊임없이,In such a manner that something that has been continued or connected is not interrupted. ,부사,16265,incessantly; unceasingly; ceaselessly ,Constantly or unceasingly,https://en.wiktionary.org/wiki/끊임없이,"
			세계 곳곳에서는 가공할 만한 위력의 무기들이 끊임없이 생산되고 있다.
		"
모델,"A preliminary work made prior to a final product, or one serving as a representative of a final product. ",명사,55995,model,Model,https://en.wiktionary.org/wiki/모델,"
			가스 안전 사고를 방지할 수 있는 새로운 모델의 가스보일러가 출시되었다.
		"
붓다,"For the skin of a part of one's body to puff up. ",동사,24536,swell; be swollen,"to pour (water, liquid)",https://en.wiktionary.org/wiki/붓다,"
			가득히 붓다.
		"
상식,"An array of knowledge including a sense of judgment, which people are normally supposed to learn about. ",명사,16476,common sense,Common sense,https://en.wiktionary.org/wiki/상식,"
			글짓기 대회 시상식은 대상, 최우수상, 우수상, 가작 순으로 이어졌다.
		"
상표,The mark of a symbol or picture that represents a company that makes a product.,명사,16491,brand; trademark,"trademark, brand",https://en.wiktionary.org/wiki/상표,"
			가짜 상표.
		"
시원하다,"Moderately cool, neither hot nor cold.",형용사,71281,cool,"Be cool, refreshing",https://en.wiktionary.org/wiki/시원하다,"
			시원하다. 갈증이 싹 가셨어.
		"
아니하다,An auxiliary verb used to negate the act depicted by a preceding verb.,보조 동사,71286,anihada,To be/do not,https://en.wiktionary.org/wiki/아니하다,"
			누구 못지아니하다.
		"
어디,The word that means a place which one does not know.,대명사,60319,where,Where?,https://en.wiktionary.org/wiki/어디,"
			차는 어디에 주차했어요?
		"
의식하다,To pay special attention to something.,동사,24086,be conscious of; tend to,"Be conscious of, be aware of",https://en.wiktionary.org/wiki/의식하다,"
			깊이 의식하다.
		"
고모,Father's older sister or younger sister; or what you call that person.,명사,20052,paternal aunt,A paternal aunt,https://en.wiktionary.org/wiki/고모,"
			방금 전에 네 고모라는 분한테서 전화가 왔었어.
		"
궁금하다,Having a strong desire to know about something.,형용사,35136,curious,To wonder or be curious about,https://en.wiktionary.org/wiki/궁금하다,"
			거취가 궁금하다.
		"
둘러싸다,To enfold and cover something completely. ,동사,49379,wrap,To surround.,https://en.wiktionary.org/wiki/둘러싸다,"
			겹으로 둘러싸다.
		"
딱,"In a state in which one's chest and shoulders are wide, or one's eyes and mouth are open wide. ",부사,50537,broad,tightly; in a perfectly fitting manner ,https://en.wiktionary.org/wiki/딱,"
			난 이가 약해서 딱딱한 것은 못 먹어.
		"
뛰다,To move forward in quick steps.,동사,74124,run; race; dash,"to pulsate, palpitate",https://en.wiktionary.org/wiki/뛰다,"
			가늘게 뛰다.
		"
민주화,A state in which a nation comes to follow a democratic ideology or becomes democratic; the act of making a nation change in such a way.,명사,15778,democratization,Democratization,https://en.wiktionary.org/wiki/민주화,"
			민주화를 갈망하다.
		"
보도,"The act of informing the public of new information through mass media such as broadcasting or a newspaper, or such new information. ",명사,14492,news; report; reporting,"news, report",https://en.wiktionary.org/wiki/보도,"
			칠판에 있는 글씨가 잘 안 보이면 가까이 와서 보도록 하세요.
		"
살피다,To examine thoroughly.,동사,16746,examine; check,Take a good look at,https://en.wiktionary.org/wiki/살피다,"
			가만히 살피다.
		"
않다,Not to do an action.,동사,17186,do not,To not do,https://en.wiktionary.org/wiki/않다,"
			이 가게는 가격 파괴라고 광고하지만 생각보다 가격이 많이 싼 것 같지 않다.
		"
약하다,Having small power.,형용사,71619,weak,To be weak,https://en.wiktionary.org/wiki/약하다,"
			가스 요금을 절약하다.
		"
잘못하다,To do something in an incorrect or unrighteous way.,동사,69936,commit an error; blunder; misdo,To make a mistake,https://en.wiktionary.org/wiki/잘못하다,"
			까닥 잘못하다.
		"
잡지,"A periodically published book that puts together a variety of articles, photographs, advertisements, etc.",명사,62518,magazine,A magazine,https://en.wiktionary.org/wiki/잡지,"
			신문사 간 잡지.
		"
거부하다,"Not to accept a demand, suggestion, etc.",동사,15835,refuse; reject; deny,Deny or reject or disapprove,https://en.wiktionary.org/wiki/거부하다,"
			개종을 거부하다.
		"
공무원,A person who is in charge of work related to the government or a local public body.,명사,23113,civil servant,Public servant,https://en.wiktionary.org/wiki/공무원,"
			세금도 내지 않는 사람이 공무원이 된다는 것은 가당하지 못한 일이다.
		"
그만두다,To stop and to not do what one has been doing.,동사,62318,stop,Stop or discontinue,https://en.wiktionary.org/wiki/그만두다,"
			공부를 그만두다.
		"
댁,(polite form) Another person's home or family. ,명사,64392,one's family,You and your family,https://en.wiktionary.org/wiki/댁,"
			나는 결혼한 직후 엄격한 시댁의 가풍에 적응하느라 힘든 시간을 보냈다.
		"
반갑다,Joyful and happy as one meets a person that one missed.,형용사,70861,glad; joyful,Be happy,https://en.wiktionary.org/wiki/반갑다,"
			정말 반갑다. 넌 십 년 전 모습을 곱다랗게 간직하고 있네.
		"
부족,A state of being not enough or being less than what is needed. ,명사,59843,shortage; lack,insufficiency; inadequacy,https://en.wiktionary.org/wiki/부족,"
			운동이 부족해서 그래. 산책이라도 좀 해.
		"
실시,"An act of actually executing or enforcing a certain plan, law, system, etc.",명사,14097,execution; operation; enforcement,"execution, enforcement",https://en.wiktionary.org/wiki/실시,"
			학교에서 언제부터 급식을 실시하게 될까요?
		"
운명,A superhuman and inevitable force that affects humans and all the things in the world; or the life or state predetermined by the force.  ,명사,26686,fate; destiny,"fate, fortune",https://en.wiktionary.org/wiki/운명,"
			네. 어린 시절 그분이 제게 하신 한마디가 저의 운명을 가른 셈이죠.
		"
재정,"The act of a group or nation managing and using its income and assets, or the state of such management.",명사,24955,finances,"finances, economy",https://en.wiktionary.org/wiki/재정,"
			회사는 재정 상황이 어려워 직원들의 임금을 감봉했다.
		"
차라리,"An adverb used to indicate that one prefers a certain option, when other available options are less appealing.",부사,37237,rather,"rather, preferably",https://en.wiktionary.org/wiki/차라리,"
			당신이 하도 거칠게 운전을 하니까 차 타기가 겁나요. 차라리 내가 할게요.
		"
학자,A person who knows a field of study very well; or a person who carries out academic research. ,명사,84026,scholar,Scholar,https://en.wiktionary.org/wiki/학자,"
			우리 가계는 유서 깊은 학자 집안이다.
		"
다녀오다,To go to a certain place and then return from it.  ,동사,64529,go and come back,Drop in for a short visit,https://en.wiktionary.org/wiki/다녀오다,"
			가축병원에 다녀오다.
		"
달다,Tasting like honey or sugar.,형용사,62741,sweet,"to be sweet, delicious",https://en.wiktionary.org/wiki/달다,"
			가에 달다.
		"
대규모,A state of being large in size or wide in scope. ,명사,14274,being large-scale; being large-sized,2. to be delicious,https://en.wiktionary.org/wiki/대규모,"
			환경을 외면한 대규모 간척 사업 때문에 갯벌이 빠른 속도로 사라지고 있다.
		"
동,"One of the four directions consisting of north, east, south and west, in which the sun rises.",명사,65504,east,the same,https://en.wiktionary.org/wiki/동,"
			저기 운동장 가에 세워 뒀어요.
		"
민간,A state of being among ordinary people. ,명사,15768,civil; public,"civil, private",https://en.wiktionary.org/wiki/민간,"
			이곳은 무자비한 테러가 감행되고 있어 민간인의 피해가 늘어나고 있습니다.
		"
법원,A national institution that judges legal cases.,명사,14459,court of law,Court of justice,https://en.wiktionary.org/wiki/법원,"
			이 검사는 지방에서 근무한 지 5년 만에 근무지가 바뀌어 서울 법원으로 가게 되었다.
		"
비디오,The image in contrast to the sound of a television.,명사,60941,video,Video,https://en.wiktionary.org/wiki/비디오,"
			비디오 가게.
		"
사실상,An actual state or situation where one is placed. ,명사,91917,being actual; being as a matter of fact; being virtual,"Actually, in truth",https://en.wiktionary.org/wiki/사실상,"
			네, 사실상 최강을 가리는 결승이라고 할 수 있겠어요.
		"
아끼다,To handle and use something cautiously instead of using it recklessly because one recognizes its value.,동사,24445,save; cut back on,"grudge, spare",https://en.wiktionary.org/wiki/아끼다,"
			각별히 아끼다.
		"
이쪽,A pronoun used to indicate a place or direction close to the speaker.,대명사,71694,this side,"This side, our way",https://en.wiktionary.org/wiki/이쪽,"
			이쪽으로 가져오세요.
		"
지대,The land of a certain area.,명사,27784,zone; region,"Zone, belt, district",https://en.wiktionary.org/wiki/지대,"
			집중 호우로 인해 해안 저지대에 있는 일부 가옥이 소실되었다.
		"
판단하다,"To fix a thought on something, according to a certain logic or standard.",동사,80716,judge; decide,To make a conclusion,https://en.wiktionary.org/wiki/판단하다,"
			가부를 판단하다.
		"
행복하다,Being delighted as one feels enough satisfaction or enjoyment in life. ,형용사,72481,happy; content; joyful,To be happy,https://en.wiktionary.org/wiki/행복하다,"
			나는 비록 가난하게 살고 있지만 공부를 하며 지내는 지금의 생활이 행복하다.
		"
굽다,To cook food over a fire.,동사,60102,bake; roast; grill,To roast or bake,https://en.wiktionary.org/wiki/굽다,"
			가래떡을 굽다.
		"
기름,"Slippery liquid, burning easily and does not mix with water.",명사,40022,oil; fat,Oil or fat,https://en.wiktionary.org/wiki/기름,"
			기름 가게.
		"
실천하다,"To put one's theory, plan, thought, etc., into action.",동사,14122,practice; fulfill,"To practice, put in theory",https://en.wiktionary.org/wiki/실천하다,"
			가르침을 실천하다.
		"
쏟아지다,For contained liquid or material to come out at once.,동사,71284,spill,To pour out,https://en.wiktionary.org/wiki/쏟아지다,"
			갈채가 쏟아지다.
		"
연습,The act of doing something repeatedly in order to be good at it. ,명사,92041,practice,"practice, exercise",https://en.wiktionary.org/wiki/연습,"
			성악가를 꿈꾸는 동생은 가곡집을 들으며 매일 성악을 연습한다.
		"
오른쪽,The east-facing side from the vantage point of someone who is facing north.,명사,17252,right,The right side,https://en.wiktionary.org/wiki/오른쪽,"
			스위치를 오른쪽으로 더 돌리면 더 밝아질 거야.
		"
용어,A word specially used in a certain field. ,명사,26639,term; terminology,Technical terminology,https://en.wiktionary.org/wiki/용어,"
			본문에서 사용하는 용어의 뜻은 아래 각주를 참조해 주시기 바랍니다.
		"
익히다,"To heat uncooked food such as meat, vegetables, grains, etc., and change their taste and properties.",동사,24971,cook; boil,"to become proficient in something, Habituate oneself to",https://en.wiktionary.org/wiki/익히다,"
			가무를 익히다.
		"
지도,A picture of all or part of the earth's surface that is drawn on a flat surface by scaling down the size by a certain ratio and using pre-determined symbols.,명사,57319,map,"Map, atlas",https://en.wiktionary.org/wiki/지도,"
			슈베르트가 작곡한 가곡은 지금까지도 사람들에게 널리 사랑받는다.
		"
지위,Someone's rank or position based on his/her social class.,명사,27946,status; rank; position,"Position, status",https://en.wiktionary.org/wiki/지위,"
			여성들의 사회적 지위가 높아지면서 가부장적 문화가 많이 사라지고 있다.
		"
풍부하다,Being sufficient and plenty.,형용사,84404,rich; abundant,"To be abundant, copious, plentiful",https://en.wiktionary.org/wiki/풍부하다,"
			감성이 풍부하다.
		"
화장실,A place with facilities for defecating or urinating.,명사,30211,toilet; restroom; bathroom,Bathroom,https://en.wiktionary.org/wiki/화장실,"
			화장실에 가다.
		"
기억하다,"Not to forget or recall past figures, facts, knowledge or experiences. ",동사,62319,remember; recall,To recall or remember,https://en.wiktionary.org/wiki/기억하다,"
			고가를 기억하다.
		"
식량,Food necessary for a person to live.,명사,13987,food,"food, provisions",https://en.wiktionary.org/wiki/식량,"
			미래 식량으로 곤충이 주목을 받고 있다는데 어떻게 생각해?
		"
실험,"The act of doing something in practice according to a theory or idea, before embarking on a certain task.",명사,14132,test; trial,"An experiment, test",https://en.wiktionary.org/wiki/실험,"
			장 교수는 논문에서 실험 연구 결과를 통해 자신의 가설을 뒷받침했다.
		"
용기,A spirit of bravery without fear. ,명사,26629,courage; guts,Bravery,https://en.wiktionary.org/wiki/용기,"
			용기가 가상하다.
		"
토론,"A debate by many people about an issue, while judging what is right and wrong. ",명사,89389,discussion; debate,"A debate, discussion",https://en.wiktionary.org/wiki/토론,"
			총학생회에서 주최한 토론은 참관하던 학생들의 가세로 열기가 뜨거워졌다.
		"
핵,The very center of something.,명사,84935,key; core; center; heart,"A nucleus, core",https://en.wiktionary.org/wiki/핵,"
			영화에서 나오는 핵전쟁이 실제라고 가상하면 소름이 끼친다.
		"
고급,"The quality of goods, facilities, etc., being excellent.",명사,28073,high quality; high grade,High rank or first class,https://en.wiktionary.org/wiki/고급,"
			고급 가구재.
		"
고생,"The state of one's going through sufferings or hardships, or such a life.",명사,22629,trouble; hardship,A hard life or privation,https://en.wiktionary.org/wiki/고생,"
			가난으로 고생하면서도 항상 밝게 살아가는 모습은 참 대견해.
		"
미치다,To speak and act in a way that is different from others due to a mental disorder.,동사,62742,go mad; lose one's mind,"(informal, derogatory) to go crazy, to become insane",https://en.wiktionary.org/wiki/미치다,"
			경찰권이 미치다.
		"
밟다,To put one's foot or feet on someone or something and press him/her/it.,동사,64728,step on,Step on,https://en.wiktionary.org/wiki/밟다,"
			가랑잎을 밟다.
		"
상당하다,Close to a certain amount or proper.,형용사,29025,commensurate with,"Be proper, suitable",https://en.wiktionary.org/wiki/상당하다,"
			견문이 상당하다.
		"
섞다,To put two or more things together in one container or place.,동사,71123,mix,"blend, mix",https://en.wiktionary.org/wiki/섞다,"
			고루 섞다.
		"
수석,"The highest place in a position or rank, etc.",명사,15634,chief; head,The top seat,https://en.wiktionary.org/wiki/수석,"
			아버지, 저 이번 시험에 수석 합격을 했어요.
		"
없애다,"To make a certain matter, phenomenon, symptom, feeling, etc., disappear.",동사,62320,eliminate; get rid of; eradicate,"Remove, get rid of, do away with",https://en.wiktionary.org/wiki/없애다,"
			가르마를 없애다.
		"
이뤄지다,,,,,To make something for a specific purpose,https://en.wiktionary.org/wiki/이뤄지다,"
			가계약이 이뤄지다.
		"
적절하다,Just right.,형용사,25053,right; appropriate,Appropriateness,https://en.wiktionary.org/wiki/적절하다,"
			넙적 절하다.
		"
정상,The state of being adequate with no noticeable changes or problems.,명사,31752,normality; normalcy,"The top, summit",https://en.wiktionary.org/wiki/정상,"
			다리를 수리하는 동안 가교가 설치되어 차량들이 정상적으로 통행할 수 있었다.
		"
제사,"The act of expressing appreciation to a god or the spirit of the deceased by offering them food, or such ritual.",명사,31792,ancestral rite,A holiday ceremony,https://en.wiktionary.org/wiki/제사,"
			제사상에 올렸던 감주인데 한번 마셔 볼래?
		"
주말,The end of a week.,명사,19548,weekend,Weekend,https://en.wiktionary.org/wiki/주말,"
			좋아. 백화점에서 주말에 파격적으로 가격 인하를 한다는 광고를 봤어. 우리 거기에 가자.
		"
지혜,The ability to understand the logic of life and judge between right and wrong. ,명사,28952,wisdom,"Wisdom, wits",https://en.wiktionary.org/wiki/지혜,"
			저는 아이에게 삶의 지혜를 가르쳤습니다.
		"
참새,A small bird with a brown back and a grayish-white breast that usually lives near human settlements.,명사,24849,sparrow,A sparrow,https://en.wiktionary.org/wiki/참새,"
			누런 벼 이삭들이 금물결을 이루는 논에는 참새들이 어지럽게 날아다녔다.
		"
화장품,A substance applied over the face to make oneself look more beautiful or to pamper the skin. ,명사,73232,cosmetics; makeup,"Makup, cosmetics",https://en.wiktionary.org/wiki/화장품,"
			화장품 가게.
		"
굵다,An object being long in circumference or wide in width.,형용사,89458,thick,Be thick or fat,https://en.wiktionary.org/wiki/굵다,"
			가락이 굵다.
		"
깨끗이,Not dirtily. ,부사,61076,clean,Clean or neatly,https://en.wiktionary.org/wiki/깨끗이,"
			배우는 사람은 가르침을 얻기 전에 먼저 그 마음을 깨끗이 하여야 한다.
		"
낡다,An object being old and shabby.,동사,36846,old; worn,Clear,https://en.wiktionary.org/wiki/낡다,"
			건물이 낡다.
		"
내년,The year coming after this year.,명사,64517,next year,Next year,https://en.wiktionary.org/wiki/내년,"
			몰랐어? 내년에 결혼도 한다더라.
		"
농산물,"Food obtained from farming such as rice, vegetables, fruits, etc.",명사,28584,produce,Agricultural products,https://en.wiktionary.org/wiki/농산물,"
			농산물 가공식품.
		"
눈앞,A spot before one's eyes,명사,41619,close place,Before one’s eyes,https://en.wiktionary.org/wiki/눈앞,"
			갑자기 캄캄한 어둠이 눈앞을 가로막았다.
		"
대학생,A student attending college.,명사,66320,college student,University student,https://en.wiktionary.org/wiki/대학생,"
			대학생이 된 오빠는 혼자 여행하면서 고생을 많이 했는지 비쩍 마른 갈비가 되어 돌아왔다.
		"
방문하다,To go to a certain place in order to meet a person or see something. ,동사,61516,visit,To visit,https://en.wiktionary.org/wiki/방문하다,"
			가가호호를 방문하다.
		"
붉다,The color of something being like that of blood or a ripe chili pepper. ,형용사,71058,red,"Be red, scalet",https://en.wiktionary.org/wiki/붉다,"
			피멍이 검붉다.
		"
사고,An unfortunate affair that happens unexpectedly.,명사,66370,accident,thought; reflection,https://en.wiktionary.org/wiki/사고,"
			사고 현장 가까이에서 피해자의 것으로 보이는 가방과 옷이 발견되었다.
		"
순서,"A relationship of order such as front and back, left and right, and up and down, etc., fixed according to a certain standard. ",명사,64563,order; sequence,"system, order, sequence",https://en.wiktionary.org/wiki/순서,"
			나는 면접 순서를 기다리는 동안 초조함을 가누기가 힘들었다.
		"
아무래도,"By any measure; even though one makes great effort.",부사,71330,in all respects; by any possibility,"Never on any account, no matter what",https://en.wiktionary.org/wiki/아무래도,"
			가라오케 반주는 직접 연주하는 악기 반주에 비하면 아무래도 어설픈 데가 있다.
		"
연구소,An institute that specializes in investigating and analyzing an object or matter in detail. ,명사,67443,research institute,A research institute,https://en.wiktionary.org/wiki/연구소,"
			이 연구소는 데이터를 바탕으로 세운 가설이 검증된 후에 본격적으로 연구를 시작한다.
		"
올,The current year.,명사,22072,this year,This year,https://en.wiktionary.org/wiki/올,"
			중학교 올라가는 애가 가감승제도 제대로 못하면 어떡하니?
		"
위대하다,"Remarkable and outstanding.",형용사,26728,great,"To be great, mighty, grand",https://en.wiktionary.org/wiki/위대하다,"
			인간의 힘과 지혜가 위대하다 해도 온 우주 만유에 비한다면 극히 미미한 것에 불과하다.
		"
이사,"The act of leaving the place where one has lived, and moving into another place.",명사,71138,house-moving; removal,House-moving,https://en.wiktionary.org/wiki/이사,"
			새로 이사 온 아저씨는 가가호호 떡을 돌리며 이웃들과 인사를 나눴다.
		"
지배하다,"For someone to make other persons or groups obey him/her, and govern or take possession of them.",동사,27807,rule,"Control, direct",https://en.wiktionary.org/wiki/지배하다,"
			강경파가 지배하다.
		"
틈,The space forming in between when an object is divided.,명사,82641,crack; crevice,"A crack, gap, opening",https://en.wiktionary.org/wiki/틈,"
			밖에서 불을 피우는지 문틈 사이로 연기가 가늘게 새어 들어왔다.
		"
가령,"Not really, but for example.",부사,16412,supposing,1) For example 2) supposing or admitting,https://en.wiktionary.org/wiki/가령,"
			가령 내가 부자라면 힘든 사람들을 위해 많은 돈을 기부할 거야.
		"
거대하다,Very big.,형용사,15810,huge; enormous; gigantic,Huge or gigantic or enormous,https://en.wiktionary.org/wiki/거대하다,"
			조직이 거대하다.
		"
닫다,"To close something that is opened, such as the door, lid, drawer, etc., by moving it back to its original position. ",동사,57289,shut,To close,https://en.wiktionary.org/wiki/닫다,"
			가게를 닫다.
		"
드물다,The low number of occurrences.,형용사,15040,infrequent; uncommon,to be rare,https://en.wiktionary.org/wiki/드물다,"
			고금에 드물다.
		"
들르다,To drop by and stay shortly while on one's way.,동사,67876,drop by,(transitive) to hold,https://en.wiktionary.org/wiki/들르다,"
			가가호호 들르다.
		"
매달리다,"To be suspended from something by a rope, thread, string, etc. ",동사,15970,hang; dangle,"Be suspended, to be hanging down (from) ; to stick to a job, to persevere",https://en.wiktionary.org/wiki/매달리다,"
			간드랑간드랑 매달리다.
		"
생일,The day a person was born.,명사,63220,birthday,A birthday,https://en.wiktionary.org/wiki/생일,"
			여자 친구가 제 생일에 직접 목도리를 떠서 줬어요.
		"
섬,Land that is surrounded by water and looks as if it were floating.,명사,65099,island,An island,https://en.wiktionary.org/wiki/섬,"
			옷을 손질하지 않고 계속 입어도 원래의 모습을 보존하는 섬유 가공법이 인기이다.
		"
이하,A state in which something is equal to or is smaller or lower than a certain point of reference in quantity or degree.,명사,70755,and below; and less,"Less than, below",https://en.wiktionary.org/wiki/이하,"
			피아노를 가까이하다.
		"
참석하다,"To go to a meeting, gathering, etc., to participate.",동사,62321,attend,"To attend, take part in",https://en.wiktionary.org/wiki/참석하다,"
			가급적 참석하다.
		"
토대,"The lowermost part of a building, which supports the building.",명사,49282,foundation,"A foundation, a base",https://en.wiktionary.org/wiki/토대,"
			개념적 토대.
		"
